Full Journal Title;ISSN;Journal Impact Factor
CHEMOTHERAPY;00093157;0.992
CHILD DEVELOPMENT;00093920;3.791
CHILD PSYCHIATRY & HUMAN DEVELOPMENT;0009398X;1.839
CHIMIA;00094293;1.000
JOURNAL OF THE CHINESE CHEMICAL SOCIETY;00094536;0.879
CHIRURG;00094722;0.630
CHROMATOGRAPHIA;00095893;1.332
CHROMOSOMA;00095915;4.303
UNIVERSITY OF CINCINNATI LAW REVIEW;00096881;0.909
CIRCULATION;00097322;17.202
CIRCULATION RESEARCH;00097330;11.551
CIRUGIA ESPANOLA;0009739X;1.000
Cirugia y Cirujanos;00097411;0.137
CLAY MINERALS;00098558;0.874
CLAYS AND CLAY MINERALS;00098604;1.222
CLINICA CHIMICA ACTA;00098981;2.799
CLINICAL AND EXPERIMENTAL IMMUNOLOGY;00099104;3.148
CLINICAL BIOCHEMISTRY;00099120;2.382
CLINICAL CHEMISTRY;00099147;7.457
CLINICAL GENETICS;00099163;3.892
CLINICAL OBSTETRICS AND GYNECOLOGY;00099201;1.619
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH;0009921X;3.127
CLINICAL PEDIATRICS;00099228;0.954
CLINICAL PHARMACOLOGY & THERAPEUTICS;00099236;7.268
CLINICAL RADIOLOGY;00099260;2.151
COGNITION;00100277;3.411
COGNITIVE PSYCHOLOGY;00100285;4.537
COGNITIVE PSYCHOLOGY;00100285;4.537
COLEOPTERISTS BULLETIN;0010065X;0.575
Collectanea Mathematica;00100757;0.593
COLLEGE & RESEARCH LIBRARIES;00100870;1.568
COLLOQUIUM MATHEMATICUM;00101354;0.333
COLUMBIA JOURNAL OF LAW AND SOCIAL PROBLEMS;00101923;0.346
COLUMBIA JOURNAL OF TRANSNATIONAL LAW;00101931;0.878
COLUMBIA LAW REVIEW;00101958;3.716
COMBUSTION AND FLAME;00102180;4.168
COMBUSTION SCIENCE AND TECHNOLOGY;00102202;1.193
COMMENTARII MATHEMATICI HELVETICI;00102571;1.045
COMMUNICATIONS IN MATHEMATICAL PHYSICS;00103616;2.375
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS;00103624;0.529
COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS;00103640;3.617
COMMUNITY DEVELOPMENT JOURNAL;00103802;1.145
COMMUNITY MENTAL HEALTH JOURNAL;00103853;0.979
COMPARATIVE EDUCATION REVIEW;00104086;0.943
COMPARATIVE POLITICAL STUDIES;00104140;2.214
COMPARATIVE POLITICS;00104159;1.104
COMPARATIVE STUDIES IN SOCIETY AND HISTORY;00104175;0.773
COMPOSITIO MATHEMATICA;0010437X;1.069
COMPREHENSIVE PSYCHIATRY;0010440X;2.043
COMPREHENSIVE PSYCHIATRY;0010440X;2.043
COMPUTER-AIDED DESIGN;00104485;2.149
COMPUTER JOURNAL;00104620;1.000
COMPUTER PHYSICS COMMUNICATIONS;00104655;3.635
COMPUTERS IN BIOLOGY AND MEDICINE;00104825;1.521
COMPUTING;0010485X;0.872
COMBUSTION EXPLOSION AND SHOCK WAVES;00105082;0.604
CONDOR;00105422;1.427
CONTEMPORARY PHYSICS;00107514;5.000
CONTEMPORARY PSYCHOANALYSIS;00107530;0.258
CONTRACEPTION;00107824;2.788
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY;00107999;3.218
Cooperation and Conflict;00108367;1.000
COORDINATION CHEMISTRY REVIEWS;00108545;12.994
CORNELL INTERNATIONAL LAW JOURNAL;00108812;0.317
CORNELL LAW REVIEW;00108847;3.066
CORROSION;00109312;1.391
CORROSION SCIENCE;0010938X;5.154
CORTEX;00109452;4.314
COSMIC RESEARCH;00109525;0.610
COUNSELING PSYCHOLOGIST;00110000;1.167
CRIME & DELINQUENCY;00111287;1.240
CRIMINOLOGY;00111384;4.778
CROATICA CHEMICA ACTA;00111643;0.732
CROP SCIENCE;0011183X;1.550
CRUSTACEANA;0011216X;0.664
CRYOBIOLOGY;00112240;1.920
CRYOGENICS;00112275;1.026
CURRENT ANTHROPOLOGY;00113204;2.037
CURRENT HISTORY;00113530;0.208
CURRENT PROBLEMS IN SURGERY;00113840;1.824
CURRENT SCIENCE;00113891;0.967
CURRENT SOCIOLOGY;00113921;1.643
CUTIS;00114162;0.927
CYTOLOGIA;00114545;0.227
CZECHOSLOVAK MATHEMATICAL JOURNAL;00114642;0.284
DM DISEASE-A-MONTH;00115029;1.313
DADOS-REVISTA DE CIENCIAS SOCIAIS;00115258;0.095
DAEDALUS;00115266;0.695
DECISION SCIENCES;00117315;1.418
DEFENCE SCIENCE JOURNAL;0011748X;0.428
INTERNATIONAL JOURNAL OF DERMATOLOGY;00119059;1.415
DESALINATION;00119164;4.412
DEUTSCHE LEBENSMITTEL-RUNDSCHAU;00120413;0.035
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT;00120472;0.503
DEVELOPING ECONOMIES;00121533;0.517
DEVELOPMENT AND CHANGE;0012155X;1.720
DEVELOPMENT GROWTH & DIFFERENTIATION;00121592;2.412
DEVELOPMENTAL BIOLOGY;00121606;3.155
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY;00121622;3.615
DEVELOPMENTAL PSYCHOBIOLOGY;00121630;2.128
DEVELOPMENTAL PSYCHOLOGY;00121649;3.116
DIABETES;00121797;8.784
DIABETOLOGIA;0012186X;6.206
DIAGNOSTICA;00121924;1.265
DIFFERENTIAL EQUATIONS;00122661;0.344
DIGESTION;00122823;1.884
DISCRETE MATHEMATICS;0012365X;0.600
CHEST;00123692;6.136
DISEASES OF THE COLON & RECTUM;00123706;3.739
DISSENT;00123846;0.230
Dissertationes Mathematicae;00123862;1.625
DOCUMENTA OPHTHALMOLOGICA;00124486;1.444
DOKLADY CHEMISTRY;00125008;0.554
DOKLADY PHYSICAL CHEMISTRY;00125016;0.642
DRUGS;00126667;4.883
Drvna Industrija;00126772;0.319
DUKE LAW JOURNAL;00127086;1.349
DUKE MATHEMATICAL JOURNAL;00127094;2.350
Dyna;00127361;0.302
EDN;00127515;0.074
EARTH AND PLANETARY SCIENCE LETTERS;0012821X;4.326
EARTH-SCIENCE REVIEWS;00128252;6.991
EASTERN EUROPEAN ECONOMICS;00128775;0.404
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE;00129593;1.830
ECOLOGICAL MONOGRAPHS;00129615;8.037
ECOLOGY;00129658;4.733
ECONOMETRICA;00129682;4.053
ECONOMETRICA;00129682;4.053
ECONOMIC AND SOCIAL REVIEW;00129984;0.292
ECONOMIC BOTANY;00130001;1.109
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE;00130079;1.392
ECONOMIC GEOGRAPHY;00130095;2.824
ECONOMIC HISTORY REVIEW;00130117;1.000
ECONOMIC JOURNAL;00130133;2.370
ECONOMIC RECORD;00130249;0.526
ECONOMICA;00130427;1.029
ECONOMIST-NETHERLANDS;0013063X;0.244
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY;00130915;0.730
EDUCATION AND URBAN SOCIETY;00131245;0.444
EDUCATIONAL ADMINISTRATION QUARTERLY;0013161X;1.118
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT;00131644;1.485
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT;00131644;1.485
EDUCATIONAL LEADERSHIP;00131784;0.264
Educational Philosophy and Theory;00131857;0.415
EDUCATIONAL RESEARCH;00131881;0.589
Educational Researcher;0013189X;3.049
EDUCATIONAL REVIEW;00131911;0.873
Educational Studies in Mathematics;00131954;0.839
EKONOMICKY CASOPIS;00133035;0.606
JOURNAL OF THE ELECTROCHEMICAL SOCIETY;00134651;3.014
ELECTROCHIMICA ACTA;00134686;4.803
ELECTRONICS LETTERS;00135194;0.854
Biomedical Engineering-Biomedizinische Technik;00135585;1.650
ELEMENTARY SCHOOL JOURNAL;00135984;1.040
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE;00137006;0.675
ENDOCRINOLOGY;00137227;4.159
ENDOSCOPY;0013726X;5.634
ENGINEERING ECONOMIST;0013791X;1.207
ENGINEERING ECONOMIST;0013791X;1.207
ENGINEERING FRACTURE MECHANICS;00137944;2.024
ENGINEERING GEOLOGY;00137952;2.196
ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION;00138029;0.033
ENGLISH HISTORICAL REVIEW;00138266;0.431
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;00138703;1.442
ENTOMOLOGICAL NEWS;0013872X;0.324
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA;00138746;1.140
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON;00138797;0.593
ENVIRONMENT;00139157;1.781
ENVIRONMENT;00139157;1.781
ENVIRONMENT AND BEHAVIOR;00139165;2.892
ENVIRONMENTAL RESEARCH;00139351;3.088
ENVIRONMENTAL SCIENCE & TECHNOLOGY;0013936X;5.393
EPILEPSIA;00139580;4.706
ERDE;00139998;0.541
ERDE;00139998;0.541
Erdkunde;00140015;0.872
Erdkunde;00140015;0.872
ERGONOMICS;00140139;1.449
ERGONOMICS;00140139;1.449
Erwerbs-Obstbau;00140309;0.481
ETHICS;00141704;1.511
ETHNOHISTORY;00141801;0.183
ETHNOS;00141844;0.765
EUPHYTICA;00142336;1.618
REVISTA CLINICA ESPANOLA;00142565;0.760
EUROPEAN ECONOMIC REVIEW;00142921;1.095
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION;00142972;2.687
EUROPEAN JOURNAL OF IMMUNOLOGY;00142980;4.179
EUROPEAN JOURNAL OF PHARMACOLOGY;00142999;2.730
EUROPEAN NEUROLOGY;00143022;1.403
EUROPEAN POLYMER JOURNAL;00143057;3.485
POTATO RESEARCH;00143065;0.692
EUROPEAN SURGICAL RESEARCH;0014312X;1.154
EVOLUTION;00143820;4.007
EVOLUTION PSYCHIATRIQUE;00143855;0.378
EXCEPTIONAL CHILDREN;00144029;2.796
EXPERIMENTAL AGRICULTURE;00144797;0.973
EXPERIMENTAL AND MOLECULAR PATHOLOGY;00144800;2.638
EXPERIMENTAL BRAIN RESEARCH;00144819;2.057
EXPERIMENTAL CELL RESEARCH;00144827;3.378
EXPERIMENTAL EYE RESEARCH;00144835;2.998
EXPERIMENTAL MECHANICS;00144851;1.764
EXPERIMENTAL NEUROLOGY;00144886;4.657
EXPERIMENTAL PARASITOLOGY;00144894;1.623
EXPLORATIONS IN ECONOMIC HISTORY;00144983;1.000
FEBS LETTERS;00145793;3.519
FAMILY LAW QUARTERLY;0014729X;0.311
FAMILY PROCESS;00147370;2.187
FARMACIA;00148237;1.162
FEDERAL RESERVE BANK OF ST LOUIS REVIEW;00149187;0.565
FERROELECTRICS;00150193;0.491
FERTILITY AND STERILITY;00150282;4.426
FIBRE CHEMISTRY;00150541;0.214
FILTRATION & SEPARATION;00151882;0.124
FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE;00151920;0.449
FINANCIAL ANALYSTS JOURNAL;0015198X;0.981
FinanzArchiv;00152218;0.311
FIRE TECHNOLOGY;00152684;1.016
FLEISCHWIRTSCHAFT;0015363X;0.077
FLORIDA ENTOMOLOGIST;00154040;0.975
Fluid Dynamics;00154628;0.396
FLUORIDE;00154725;0.797
FOLIA BIOLOGICA-KRAKOW;00155497;0.562
FOLIA BIOLOGICA;00155500;0.833
FOLIA MICROBIOLOGICA;00155632;1.335
FOLIA MORPHOLOGICA;00155659;0.469
FOLIA PARASITOLOGICA;00155683;1.271
FOLIA PRIMATOLOGICA;00155713;0.778
Food Hygiene and Safety Science;00156426;0.400
FOOD TECHNOLOGY;00156639;0.239
FORBES;00156914;1.505
FORDHAM LAW REVIEW;0015704X;1.615
FOREIGN AFFAIRS;00157120;2.295
FOREIGN LANGUAGE ANNALS;0015718X;0.908
FOREST PRODUCTS JOURNAL;00157473;0.481
FOREST SCIENCE;0015749X;1.702
FORESTRY;0015752X;1.921
FORESTRY CHRONICLE;00157546;0.838
FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH;00157899;0.250
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS;00158208;3.991
FOUNDATIONS OF PHYSICS;00159018;1.018
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS;00160032;2.327
FREQUENZ;00161136;0.379
FUEL;00162361;3.611
FUJITSU SCIENTIFIC & TECHNICAL JOURNAL;00162523;0.100
FUNCTIONAL ANALYSIS AND ITS APPLICATIONS;00162663;0.486
FUNDAMENTA MATHEMATICAE;00162736;0.553
FUTURES;00163287;1.242
FUTURIST;00163317;0.169
Gaceta Medica de Mexico;00163813;0.263
GASTROENTEROLOGY;00165085;18.187
GASTROINTESTINAL ENDOSCOPY;00165107;6.217
GEBURTSHILFE UND FRAUENHEILKUNDE;00165751;0.931
GEMS & GEMOLOGY;0016626X;0.394
GENERAL AND COMPARATIVE ENDOCRINOLOGY;00166480;2.667
GENETICA;00166707;1.343
Genetics Research;00166723;0.743
GENETICS;00166731;4.644
GEOBIOS;00166995;1.151
GEOCHEMICAL JOURNAL;00167002;0.621
GEOCHEMISTRY INTERNATIONAL;00167029;0.558
GEOCHIMICA ET COSMOCHIMICA ACTA;00167037;4.315
GEODERMA;00167061;2.855
Geofisica Internacional;00167169;0.344
GEOFORUM;00167185;2.397
Geografisk Tidsskrift-Danish Journal of Geography;00167223;0.923
GEOGRAPHICAL ANALYSIS;00167363;1.571
GEOGRAPHICAL JOURNAL;00167398;3.206
GEOGRAPHICAL REVIEW;00167428;0.500
GEOGRAPHY;00167487;0.719
GEOLOGICAL MAGAZINE;00167568;1.863
GEOLOGICAL SOCIETY OF AMERICA BULLETIN;00167606;4.332
JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA;00167622;0.547
JOURNAL OF THE GEOLOGICAL SOCIETY;00167649;2.473
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW;00167746;1.622
PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION;00167878;1.844
GEOMAGNETISM AND AERONOMY;00167932;0.556
GEOPHYSICAL PROSPECTING;00168025;1.835
GEOPHYSICS;00168033;2.017
GEORGE WASHINGTON LAW REVIEW;00168076;1.558
GEORGETOWN LAW JOURNAL;00168092;2.654
GEOTECHNIQUE;00168505;2.000
GEOTECTONICS;00168521;0.905
GERONTOLOGIST;00169013;3.168
GIFTED CHILD QUARTERLY;00169862;0.762
Ginekologia Polska;00170011;0.609
GLASGOW MATHEMATICAL JOURNAL;00170895;0.389
Glasnik Matematicki;0017095X;0.410
GOLD BULLETIN;00171557;2.323
Gorteria;00172294;0.056
GOVERNMENT AND OPPOSITION;0017257X;0.755
GRANA;00173134;0.868
GRASAS Y ACEITES;00173495;0.827
Groundwater;0017467X;1.947
GROWTH AND CHANGE;00174815;0.877
GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK;00174947;0.371
GUT;00175749;14.921
HNO;00176192;0.852
HARVARD BUSINESS REVIEW;00178012;2.249
HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW;00178039;1.536
HARVARD EDUCATIONAL REVIEW;00178055;0.786
HARVARD INTERNATIONAL LAW JOURNAL;00178063;1.700
HARVARD JOURNAL ON LEGISLATION;0017808X;0.556
HARVARD LAW REVIEW;0017811X;4.452
HASTINGS LAW JOURNAL;00178322;0.952
HAUTARZT;00178470;0.511
HEADACHE;00178748;2.961
HEALTH EDUCATION JOURNAL;00178969;0.683
HEALTH PHYSICS;00179078;1.193
HEALTH SERVICES RESEARCH;00179124;2.865
HEALTH SERVICES RESEARCH;00179124;2.865
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER;00179310;2.857
HELVETICA CHIMICA ACTA;0018019X;1.087
HEREDITAS;00180661;1.083
HEREDITY;0018067X;3.801
HERPETOLOGICA;00180831;1.312
HERZOGIA;00180971;0.821
HIGH ENERGY CHEMISTRY;00181439;0.690
HIGH TEMPERATURE;0018151X;1.048
HIGH TEMPERATURES-HIGH PRESSURES;00181544;0.522
HIGHER EDUCATION;00181560;1.207
Hiroshima Mathematical Journal;00182079;0.371
HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE;00182133;0.233
HAHR-Hispanic American Historical Review;00182168;0.621
HISTORICAL JOURNAL;0018246X;0.418
HISTORY AND THEORY;00182656;0.830
HISTORY OF POLITICAL ECONOMY;00182702;0.467
HITOTSUBASHI JOURNAL OF ECONOMICS;0018280X;0.148
European Journal of Wood and Wood Products;00183768;1.081
HOLZFORSCHUNG;00183830;1.711
HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY;0018442X;0.579
HORMONE AND METABOLIC RESEARCH;00185043;2.029
HORMONES AND BEHAVIOR;0018506X;3.340
HORTSCIENCE;00185345;0.943
HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU;00186368;0.212
HUMAN BIOLOGY;00187143;0.857
HUMAN BIOLOGY;00187143;0.857
HUMAN DEVELOPMENT;0018716X;1.794
HUMAN FACTORS;00187208;1.370
HUMAN FACTORS;00187208;1.370
HUMAN ORGANIZATION;00187259;0.814
HUMAN RELATIONS;00187267;2.619
HYDROBIOLOGIA;00188158;2.051
IBM JOURNAL OF RESEARCH AND DEVELOPMENT;00188646;0.626
COMPUTER;00189162;1.115
IEEE JOURNAL OF QUANTUM ELECTRONICS;00189197;1.843
IEEE JOURNAL OF SOLID-STATE CIRCUITS;00189200;3.299
PROCEEDINGS OF THE IEEE;00189219;5.629
IEEE SPECTRUM;00189235;0.827
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS;00189251;1.672
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION;0018926X;2.053
IEEE TRANSACTIONS ON AUTOMATIC CONTROL;00189286;2.777
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING;00189294;2.468
IEEE TRANSACTIONS ON BROADCASTING;00189316;2.381
IEEE TRANSACTIONS ON COMPUTERS;00189340;1.723
IEEE TRANSACTIONS ON EDUCATION;00189359;1.330
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY;00189375;1.146
IEEE TRANSACTIONS ON ELECTRON DEVICES;00189383;2.207
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT;00189391;1.454
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT;00189391;1.454
IEEE TRANSACTIONS ON INFORMATION THEORY;00189448;1.737
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT;00189456;1.808
IEEE TRANSACTIONS ON MAGNETICS;00189464;1.277
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES;00189480;2.284
IEEE TRANSACTIONS ON NUCLEAR SCIENCE;00189499;1.198
IEEE TRANSACTIONS ON RELIABILITY;00189529;2.287
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY;00189545;2.243
ISA TRANSACTIONS;00190578;2.600
IBIS;00191019;1.804
ICARUS;00191035;3.383
Ideggyogyaszati Szemle-Clinical Neuroscience;00191442;0.376
IMMUNOLOGY;00192805;4.078
INDAGATIONES MATHEMATICAE-NEW SERIES;00193577;0.407
JOURNAL OF THE INDIAN CHEMICAL SOCIETY;00194522;0.145
INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW;00194646;0.278
INDIAN JOURNAL OF AGRICULTURAL SCIENCES;00195022;0.172
INDIAN JOURNAL OF CANCER;0019509X;0.432
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY;00195189;1.165
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING;00195200;0.282
Indian Journal of Orthopaedics;00195413;0.640
INDIAN JOURNAL OF PEDIATRICS;00195456;0.808
Indian Journal of Pharmaceutical Education and Research;00195464;0.109
Indian Journal of Psychiatry;00195545;0.982
Indian Journal of Psychiatry;00195545;0.982
INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS;00195588;0.233
INDIAN JOURNAL OF PURE & APPLIED PHYSICS;00195596;0.739
INDIAN PEDIATRICS;00196061;0.972
INDIANA LAW JOURNAL;00196665;1.782
INDOGERMANISCHE FORSCHUNGEN;00197262;0.206
ILR Review;00197939;1.261
INDUSTRIAL HEALTH;00198366;1.057
INDUSTRIAL MARKETING MANAGEMENT;00198501;1.930
INDUSTRIAL RELATIONS;00198676;1.590
INFECTION AND IMMUNITY;00199567;3.603
INFORMATION PROCESSING LETTERS;00200190;0.605
INFORMATION SCIENCES;00200255;3.364
Informes de la Construccion;00200883;0.227
Respiratory Care;00201324;1.922
INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED;00201383;1.910
INORGANIC CHEMISTRY;00201669;4.820
INORGANIC MATERIALS;00201685;0.567
INORGANICA CHIMICA ACTA;00201693;1.918
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY;0020174X;1.079
INSECTES SOCIAUX;00201812;1.267
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS;00202754;3.170
MEASUREMENT & CONTROL;00202940;0.431
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING;00202967;0.688
ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS;00203157;0.768
INSTRUCTIONAL SCIENCE;00204277;1.462
INSTRUMENTS AND EXPERIMENTAL TECHNIQUES;00204412;0.353
INTERNASJONAL POLITIKK;0020577X;0.014
INTERNATIONAL AFFAIRS;00205850;1.532
International & Comparative Law Quarterly;00205893;0.554
INTERNATIONAL DENTAL JOURNAL;00206539;0.967
INTERNATIONAL ECONOMIC REVIEW;00206598;1.290
INTERNATIONAL GEOLOGY REVIEW;00206814;2.365
INTERNATIONAL JOURNAL;00207020;0.600
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS;00207071;0.353
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY;00207128;2.309
INTERNATIONAL JOURNAL OF CANCER;00207136;5.531
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS;00207144;1.386
INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY;00207152;1.028
INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS;00207160;0.577
INTERNATIONAL JOURNAL OF CONTROL;00207179;1.880
INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION;00207209;0.302
INTERNATIONAL JOURNAL OF ELECTRONICS;00207217;0.414
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE;00207225;3.165
INTERNATIONAL JOURNAL OF GAME THEORY;00207276;0.577
INTERNATIONAL JOURNAL OF GAME THEORY;00207276;0.577
INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY;00207284;0.365
INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS;00207292;1.674
INTERNATIONAL JOURNAL OF HEALTH SERVICES;00207314;0.782
INTERNATIONAL JOURNAL OF HEALTH SERVICES;00207314;0.782
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES;00207403;2.481
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES;00207438;1.055
INTERNATIONAL JOURNAL OF NEUROSCIENCE;00207454;1.717
INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS;00207462;1.920
INTERNATIONAL JOURNAL OF NURSING STUDIES;00207489;3.561
INTERNATIONAL JOURNAL OF NURSING STUDIES;00207489;3.561
INTERNATIONAL JOURNAL FOR PARASITOLOGY;00207519;4.242
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;00207543;1.693
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS;00207578;0.718
INTERNATIONAL JOURNAL OF PSYCHOLOGY;00207594;1.276
INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY;00207608;2.184
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY;00207640;1.361
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES;00207683;2.081
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE;00207721;1.947
INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS;00207748;1.041
INTERNATIONAL LABOUR REVIEW;00207780;0.812
INTERNATIONAL MIGRATION;00207985;0.684
INTERNATIONAL NURSING REVIEW;00208132;1.073
INTERNATIONAL NURSING REVIEW;00208132;1.073
INTERNATIONAL ORGANIZATION;00208183;3.213
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES;00208523;0.716
INTERNATIONAL REVIEW OF SOCIAL HISTORY;00208590;0.511
INTERNATIONAL SOCIAL WORK;00208728;0.438
INTERNATIONAL STUDIES QUARTERLY;00208833;1.943
INTERNATIONAL SUGAR JOURNAL;00208841;0.181
INTERNATIONAL SURGERY;00208868;0.500
INTERNIST;00209554;0.336
INVENTIONES MATHEMATICAE;00209910;2.825
INVESTIGATIVE RADIOLOGY;00209996;4.887
IOWA LAW REVIEW;00210552;1.369
Iranian Studies;00210862;0.354
IRISH JOURNAL OF MEDICAL SCIENCE;00211265;1.158
TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN;00211575;0.260
ISIS;00211753;0.894
ISIS;00211753;0.894
ISRAEL JOURNAL OF CHEMISTRY;00212148;2.425
ISRAEL JOURNAL OF MATHEMATICS;00212172;0.738
ANNALI DELL ISTITUTO SUPERIORE DI SANITA;00212571;0.842
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY;00213551;0.453
JOURNAL OF ECONOMIC ISSUES;00213624;0.465
JETP LETTERS;00213640;1.172
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK;00214027;0.258
MOKUZAI GAKKAISHI;00214795;0.147
JOURNAL OF THE JAPAN INSTITUTE OF METALS;00214876;0.234
JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY;00214914;0.414
JAPANESE JOURNAL OF APPLIED PHYSICS;00214922;1.122
JAPANESE JOURNAL OF OPHTHALMOLOGY;00215155;1.510
JAPANESE PSYCHOLOGICAL RESEARCH;00215368;0.710
NIPPON SUISAN GAKKAISHI;00215392;0.125
Jornal de Pediatria;00217557;2.062
JOURNAL D ANALYSE MATHEMATIQUE;00217670;1.054
JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES;00217824;1.818
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION;00218251;1.907
JOURNAL FOR THE HISTORY OF ASTRONOMY;00218286;0.182
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION;00218294;1.231
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR;00218308;0.978
JOURNAL OF ORNITHOLOGY;00218375;1.419
JOURNAL OF ABNORMAL PSYCHOLOGY;0021843X;5.538
JOURNAL OF ACCOUNTING RESEARCH;00218456;2.243
JOURNAL OF ADHESION;00218464;1.409
JOURNAL OF ADVERTISING RESEARCH;00218499;0.985
JOURNAL OF AEROSOL SCIENCE;00218502;2.278
JOURNAL OF AFRICAN HISTORY;00218537;0.857
Journal of African Law;00218553;0.129
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;00218561;2.857
JOURNAL OF AGRICULTURAL ECONOMICS;0021857X;1.545
JOURNAL OF AGRICULTURAL ECONOMICS;0021857X;1.545
JOURNAL OF AGRICULTURAL METEOROLOGY;00218588;0.467
JOURNAL OF AGRICULTURAL SCIENCE;00218596;1.103
JOURNAL OF AIRCRAFT;00218669;0.701
JOURNAL OF ALGEBRA;00218693;0.660
JOURNAL OF AMERICAN HISTORY;00218723;0.403
JOURNAL OF ANATOMY;00218782;2.154
JOURNAL OF ANIMAL ECOLOGY;00218790;4.827
JOURNAL OF ANIMAL SCIENCE;00218812;2.014
JOURNAL OF ANTIBIOTICS;00218820;2.173
